1 input_baseline.asc: UAV Cruise and Target Attack ' UAV ' Apr 20 2022 23:45:25
  0  0 48
time            FSPV1           FSPV2           FSPV3           pdynmc          
mach            lonx            latx            alt             dvbe            
psivgx          thtvgx          SBEG1           SBEG2           SBEG3           
VBEG1           VBEG2           VBEG3           mprop           cg              
thrust          cl_ov_cd        psivgcx         thtvgcx         anx             
avx             alphax          phimvx          phicx           phix            
qq              tip             alp             ancomx          alcomx          
alx             altd            altcom          wp_grdrange     wp_flag         
range_go        STBG1           STBG2           STBG3           time_go         
psisbx          thtsbx          mtargeting      
0               2.52697         32.1635         32.4465         32.1635         
0.0333622       1.3205          0.0441039       1.19005         0.338436        
0.633299        -0.142099       2000            7452.41         0               
0               0               0               0               0               
0               0               0               
591.4           -1.05211        6.22936         -9.86876        29075.9         
0.722858        15.4346         35.5234         2000.2          240.319         
136.859         -0.0281601      13733.9         66481.1         4999.8          
-175.354        164.33          0.118114        5               134.456         
213.154         9.1781          90              0               1.19278         
0               2.52682         32.2947         32.6005         32.2947         
0.0333807       1.32185         0.0441013       1.18982         0.339621        
0.63477         -0.118114       2000            7408.9          0               
0               0               0               0               0               
0               0               0               
591.6           -1.05036        6.24646         -9.84357        29026.3         
0.72224         15.435          35.523          2000.18         240.114         
137.158         -0.0237044      13698.8         66513.9         4999.82         
-176.059        163.272         0.0993402       5               134.456         
213.324         9.17988         90              0               1.19153         
0               2.52749         32.433          32.7482         32.433          
0.0334377       1.32319         0.0441129       1.19016         0.340804        
0.636512        -0.0993402      2000            7365.38         0               
0               0               0               0               0               
0               0               0               
591.8           -1.04877        6.2657          -9.82081        28976.8         
0.721623        15.4354         35.5227         2000.16         239.909         
137.458         -0.0204016      13663.5         66546.4         4999.84         
-176.762        162.208         0.0854254       5               134.456         
213.494         9.18314         90              0               1.19062         
0               2.52925         32.5727         32.8843         32.5727         
0.0335269       1.32454         0.0441437       1.191           0.341959        
0.638473        -0.0854254      2000            7321.84         0               
0               0               0               0               0               
0               0               0               
592             -1.04735        6.28646         -9.80154        28927.3         
0.721006        15.4357         35.5224         2000.15         239.704         
137.76          -0.0181102      13628.1         66578.8         4999.85         
-177.462        161.138         0.0757662       5               134.456         
213.663         9.18814         90              0               1.19011         
0               2.53225         32.7084         33.0052         32.7084         
0.0336403       1.32589         0.0441962       1.19222         0.343068        
0.640588        -0.0757662      2000            7278.29         0               
0               0               0               0               0               
0               0               0               
592.2           -1.04613        6.30806         -9.78644        28878           
0.72039         15.4361         35.5221         2000.13         239.499         
138.063         -0.0166474      13592.5         66610.9         4999.87         
-178.159        160.06          0.0695871       5               134.456         
213.832         9.19494         90              0               1.19            
0               2.53654         32.8355         33.1089         32.8355         
0.033769        1.32724         0.044271        1.1937          0.344115        
0.642789        -0.0695871      2000            7234.73         0               
0               0               0               0               0               
0               0               0               
592.4           -1.04509        6.32984         -9.77575        28828.7         
0.719775        15.4364         35.5218         2000.12         239.295         
138.367         -0.0158081      13556.8         66642.8         4999.88         
-178.853        158.976         0.0660221       5               134.456         
214.002         9.20347         90              0               1.19029         
0               2.54205         32.9508         33.1951         32.9508         
0.0339039       1.32859         0.0443671       1.19531         0.345095        
0.645008        -0.0660221      2000            7191.15         0               
0               0               0               0               0               
0               0               0               
592.6           -1.04421        6.35118         -9.76935        28779.6         
0.719161        15.4368         35.5214         2000.11         239.091         
138.673         -0.0153834      13521           66674.5         4999.89         
-179.545        157.885         0.0641935       5               134.456         
214.171         9.21351         90              0               1.19093         
0               2.54861         33.0525         33.2647         33.0525         
0.0340367       1.32994         0.0444816       1.19694         0.346004        
0.647183        -0.0641935      2000            7147.56         0               
0               0               0               0               0               
0               0               0               
592.8           -1.04347        6.3716          -9.7668         28730.5         
0.718546        15.4371         35.5211         2000.1          238.886         
138.98          -0.0151776      13485           66706           4999.9          
-180.234        156.788         0.063281        5               134.457         
214.339         9.22476         90              0               1.19185         
0               2.55602         33.1399         33.3201         33.1399         
0.0341606       1.3313          0.0446109       1.19849         0.346847        
0.649264        -0.063281       2000            7103.96         0               
0               0               0               0               0               
0               0               0               
593             -1.04283        6.39073         -9.76744        28681.5         
0.717933        15.4375         35.5208         2000.08         238.682         
139.288         -0.0150216      13448.9         66737.2         4999.92         
-180.919        155.684         0.0625768       5               134.457         
214.508         9.23685         90              0               1.19297         
0               2.56402         33.2134         33.364          33.2134         
0.0342704       1.33265         0.0447506       1.19987         0.347631        
0.651212        -0.0625768      2000            7060.34         0               
0               0               0               0               0               
0               0               0               
593.2           -1.04226        6.40833         -9.77045        28632.5         
0.71732         15.4378         35.5205         2000.07         238.479         
139.597         -0.0147815      13412.6         66768.2         4999.93         
-181.602        154.573         0.0615241       5               134.457         
214.677         9.24941         90              0               1.19421         
0               2.57236         33.2747         33.3998         33.2747         
0.034363        1.33401         0.0448962       1.20104         0.348367        
0.653006        -0.0615241      2000            7016.71         0               
0               0               0               0               0               
0               0               0               
593.4           -1.04171        6.42432         -9.77495        28583.7         
0.716707        15.4382         35.5201         2000.06         238.275         
139.907         -0.0143644      13376.3         66799           4999.94         
-182.28         153.457         0.0597371       5               134.457         
214.845         9.26209         90              0               1.1955          
0               2.5808          33.3258         33.431          33.3258         
0.0344373       1.33537         0.0450434       1.20197         0.349066        
0.654636        -0.0597371      2000            6973.06         0               
0               0               0               0               0               
0               0               0               
593.6           -1.04115        6.43875         -9.7801         28534.9         
0.716094        15.4385         35.5198         2000.05         238.071         
140.218         -0.0137189      13339.7         66829.6         4999.95         
-182.954        152.334         0.0570037       5               134.457         
215.014         9.27459         90              0               1.19675         
0               2.58911         33.3693         33.4605         33.3693         
0.0344939       1.33673         0.0451885       1.20266         0.34974         
0.656106        -0.0570037      2000            6929.41         0               
0               0               0               0               0               
0               0               0               
593.8           -1.04056        6.45176         -9.78514        28486.2         
0.715482        15.4388         35.5195         2000.04         237.868         
140.53          -0.0128321      13303.1         66860           4999.96         
-183.624        151.206         0.0532734       5               134.457         
215.182         9.28665         90              0               1.19791         
0               2.59714         33.4079         33.4911         33.4079         
0.0345348       1.33809         0.0453287       1.20315         0.350399        
0.657432        -0.0532734      2000            6885.73         0               
0               0               0               0               0               
0               0               0               
594             -1.03992        6.46359         -9.78946        28437.5         
0.71487         15.4392         35.5191         2000.03         237.664         
140.843         -0.0117243      13266.3         66890.1         4999.97         
-184.29         150.072         0.0486328       5               134.457         
215.35          9.29813         90              0               1.19894         
0               2.60478         33.4442         33.5247         33.4442         
0.0345631       1.33945         0.0454619       1.20345         0.351053        
0.658637        -0.0486328      2000            6842.05         0               
0               0               0               0               0               
0               0               0               
594.2           -1.03921        6.4745          -9.79261        28388.9         
0.714259        15.4395         35.5188         2000.02         237.461         
141.157         -0.0104412      13229.4         66920           4999.98         
-184.95         148.933         0.0432735       5               134.457         
215.518         9.30894         90              0               1.19983         
0               2.61195         33.4802         33.5626         33.4802         
0.0345827       1.34082         0.0455872       1.20364         0.351708        
0.659749        -0.0432735      2000            6798.35         0               
0               0               0               0               0               
0               0               0               
594.4           -1.03843        6.48477         -9.79436        28340.4         
0.713648        15.4398         35.5185         2000.01         237.258         
141.471         -0.00904523     13192.3         66949.7         4999.99         
-185.606        147.789         0.0374557       5               134.457         
215.686         9.31906         90              0               1.20055         
0               2.61867         33.5178         33.6052         33.5178         
0.0345974       1.34218         0.0457044       1.20375         0.352369        
0.660795        -0.0374557      2000            6754.63         0               
0               0               0               0               0               
0               0               0               
594.6           -1.03758        6.49468         -9.79463        28291.9         
0.713037        15.4401         35.5181         2000            237.055         
141.787         -0.00760661     13155.1         66979.1         5000            
-186.257        146.64          0.0314715       5               134.457         
215.854         9.32854         90              0               1.20114         
0               2.62495         33.5582         33.6526         33.5582         
0.034611        1.34355         0.0458141       1.20383         0.353036        
0.661805        -0.0314715      2000            6710.91         0               
0               0               0               0               0               
0               0               0               
594.8           -1.03668        6.50446         -9.7935         28243.6         
0.712427        15.4405         35.5178         2000            236.852         
142.103         -0.00619558     13117.8         67008.3         5000            
-186.903        145.486         0.0256116       5               134.457         
216.022         9.33746         90              0               1.20159         
0               2.63088         33.6018         33.7039         33.6018         
0.0346267       1.34492         0.0459175       1.20393         0.353708        
0.662802        -0.0256116      2000            6667.16         0               
0               0               0               0               0               
0               0               0               
595             -1.03574        6.51429         -9.79117        28195.2         
0.711817        15.4408         35.5175         1999.99         236.649         
142.419         -0.00487542     13080.4         67037.3         5000.01         
-187.544        144.327         0.020137        5               134.457         
216.189         9.34596         90              0               1.20195         
0               2.63654         33.6488         33.7581         33.6488         
0.034647        1.34629         0.0460163       1.20408         0.354383        
0.663803        -0.020137       2000            6623.41         0               
0               0               0               0               0               
0               0               0               
595.2           -1.03477        6.52429         -9.78795        28147           
0.711208        15.4411         35.5171         1999.99         236.447         
142.737         -0.00369734     13042.8         67066.1         5000.01         
-188.18         143.163         0.0152581       5               134.457         
216.357         9.35417         90              0               1.20224         
0               2.64203         33.6987         33.814          33.6987         
0.0346737       1.34766         0.0461122       1.20432         0.355055        
0.664822        -0.0152581      2000            6579.64         0               
0               0               0               0               0               
0               0               0               
595.4           -1.03379        6.53452         -9.78415        28098.9         
0.710599        15.4414         35.5168         1999.98         236.244         
143.055         -0.00269726     13005.1         67094.6         5000.02         
-188.81         141.994         0.0111214       5               134.458         
216.524         9.36221         90              0               1.2025          
0               2.64746         33.7509         33.87           33.7509         
0.0347075       1.34904         0.0462069       1.20464         0.35572         
0.665865        -0.0111214      2000            6535.86         0               
0               0               0               0               0               
0               0               0               
595.6           -1.0328         6.54497         -9.78015        28050.8         
0.709991        15.4417         35.5165         1999.98         236.042         
143.374         -0.00189438     12967.3         67122.9         5000.02         
-189.436        140.819         0.0078043       5               134.458         
216.691         9.37022         90              0               1.20275         
0               2.65291         33.8042         33.9249         33.8042         
0.0347486       1.35041         0.046302        1.20505         0.35637         
0.66693         -0.0078043      2000            6492.07         0               
0               0               0               0               0               
0               0               0               
595.8           -1.03183        6.5556          -9.77625        28002.8         
0.709383        15.442          35.5161         1999.98         235.84          
143.694         -0.00129156     12929.3         67150.9         5000.02         
-190.056        139.64          0.00531631      5               134.458         
216.858         9.37829         90              0               1.20302         
0               2.65846         33.8577         33.9773         33.8577         
0.0347962       1.35179         0.0463989       1.20555         0.357002        
0.668013        -0.00531631     2000            6448.26         0               
0               0               0               0               0               
0               0               0               
596             -1.03089        6.56632         -9.77273        27954.9         
0.708776        15.4424         35.5158         1999.98         235.638         
144.015         -0.000877054    12891.2         67178.7         5000.02         
-190.671        138.456         0.00360703      5               134.458         
217.025         9.3865          90              0               1.20333         
0               2.66416         33.9102         34.0263         33.9102         
0.0348491       1.35317         0.0464984       1.20611         0.357609        
0.669105        -0.00360703     2000            6404.44         0               
0               0               0               0               0               
0               0               0               
596.2           -1.02997        6.57699         -9.7698         27907.1         
0.70817         15.4427         35.5154         1999.98         235.437         
144.336         -0.000627329    12853           67206.3         5000.02         
-191.281        137.267         0.00257779      5               134.458         
217.192         9.39489         90              0               1.20369         
0               2.67004         33.9607         34.0712         33.9607         
0.0349056       1.35455         0.046601        1.20672         0.358188        
0.670193        -0.00257779     2000            6360.61         0               
0               0               0               0               0               
0               0               0               
596.4           -1.02908        6.5875          -9.76759        27859.4         
0.707564        15.443          35.5151         1999.98         235.235         
144.658         -0.000510558    12814.7         67233.6         5000.02         
-191.885        136.072         0.00209616      5               134.458         
217.359         9.40347         90              0               1.2041          
0               2.67611         34.0083         34.1115         34.0083         
0.034964        1.35593         0.0467069       1.20736         0.358734        
0.671263        -0.00209616     2000            6316.77         0               
0               0               0               0               0               
0               0               0               
596.6           -1.02823        6.59769         -9.76615        27811.7         
0.706959        15.4433         35.5147         1999.98         235.034         
144.981         -0.000490356    12776.3         67260.7         5000.02         
-192.484        134.873         0.0020115       5               134.458         
217.525         9.41222         90              0               1.20456         
0               2.68235         34.0524         34.1472         34.0524         
0.0350225       1.35731         0.0468158       1.20799         0.359246        
0.672302        -0.0020115      2000            6272.91         0               
0               0               0               0               0               
0               0               0               
596.8           -1.02739        6.60746         -9.76546        27764.1         
0.706354        15.4436         35.5144         1999.98         234.833         
145.305         -0.000529419    12737.7         67287.6         5000.02         
-193.078        133.669         0.00216988      5               134.458         
217.691         9.4211          90              0               1.20506         
0               2.68873         34.0925         34.1783         34.0925         
0.0350795       1.35869         0.0469271       1.2086          0.359723        
0.673297        -0.00216988     2000            6229.04         0               
0               0               0               0               0               
0               0               0               
597             -1.02658        6.61669         -9.76545        27716.7         
0.70575         15.4438         35.514          1999.98         234.632         
145.629         -0.000592731    12699.1         67314.2         5000.02         
-193.666        132.46          0.0024273       5               134.458         
217.857         9.43007         90              0               1.20559         
0               2.6952          34.1287         34.2053         34.1287         
0.0351335       1.36008         0.0470402       1.20916         0.360165        
0.674238        -0.0024273      2000            6185.16         0               
0               0               0               0               0               
0               0               0               
597.2           -1.02578        6.6253          -9.766          27669.3         
0.705146        15.4441         35.5137         1999.98         234.432         
145.955         -0.000650135    12660.3         67340.5         5000.02         
-194.248        131.247         0.00266009      5               134.458         
218.023         9.43906         90              0               1.20613         
0               2.70173         34.1608         34.2286         34.1608         
0.0351837       1.36146         0.047154        1.20967         0.360571        
0.675115        -0.00266009     2000            6141.27         0               
0               0               0               0               0               
0               0               0               
597.4           -1.02498        6.63323         -9.76695        27622           
0.704543        15.4444         35.5133         1999.98         234.231         
146.28          -0.000678121    12621.4         67366.7         5000.02         
-194.825        130.029         0.00277223      5               134.458         
218.189         9.448           90              0               1.20667         
0               2.70824         34.1892         34.2489         34.1892         
0.0352294       1.36285         0.0472678       1.21011         0.360945        
0.675924        -0.00277223     2000            6097.37         0               
0               0               0               0               0               
0               0               0               
597.6           -1.02417        6.64047         -9.76815        27574.7         
0.70394         15.4447         35.513          1999.98         234.031         
146.607         -0.000660777    12582.3         67392.6         5000.02         
-195.395        128.806         0.00269901      5               134.458         
218.355         9.45684         90              0               1.20718         
0               2.71471         34.2141         34.2666         34.2141         
0.0352703       1.36423         0.0473806       1.21048         0.361286        
0.676661        -0.00269901     2000            6053.45         0               
0               0               0               0               0               
0               0               0               
597.8           -1.02335        6.64699         -9.76943        27527.6         
0.703338        15.445          35.5126         1999.98         233.831         
146.934         -0.000589947    12543.2         67418.2         5000.02         
-195.96         127.579         0.00240764      5               134.458         
218.52          9.46552         90              0               1.20766         
0               2.72107         34.2361         34.2824         34.2361         
0.0353067       1.36562         0.0474917       1.21078         0.361597        
0.677326        -0.00240764     2000            6009.52         0               
0               0               0               0               0               
0               0               0               
598             -1.02252        6.65283         -9.77067        27480.5         
0.702737        15.4453         35.5123         1999.98         233.631         
147.262         -0.000464682    12503.9         67443.6         5000.02         
-196.518        126.349         0.0018948       5               134.459         
218.685         9.47401         90              0               1.2081          
0               2.72731         34.2555         34.2966         34.2555         
0.0353389       1.36701         0.0476005       1.21101         0.361878        
0.67792         -0.0018948      2000            5965.58         0               
0               0               0               0               0               
0               0               0               
598.2           -1.02166        6.658           -9.77174        27433.5         
0.702136        15.4456         35.5119         1999.98         233.431         
147.59          -0.000290151    12464.6         67468.7         5000.02         
-197.07         125.114         0.00118211      5               134.459         
218.851         9.48227         90              0               1.20849         
0               2.73339         34.2728         34.3096         34.2728         
0.0353676       1.3684          0.0477067       1.21118         0.362131        
0.678448        -0.00118211     2000            5921.64         0               
0               0               0               0               0               
0               0               0               
598.4           -1.02078        6.66256         -9.77258        27386.6         
0.701535        15.4458         35.5116         1999.98         233.231         
147.918         -7.61602e-05    12425.1         67493.6         5000.02         
-197.615        123.875         0.000310021     5               134.459         
219.016         9.49029         90              0               1.20882         
0               2.73931         34.2884         34.3216         34.2884         
0.0353935       1.36979         0.04781         1.21131         0.362357        
0.678912        -0.000310021    2000            5877.68         0               
0               0               0               0               0               
0               0               0               
598.6           -1.01988        6.66655         -9.77314        27339.8         
0.700935        15.4461         35.5112         1999.98         233.032         
148.248         0.000164498     12385.5         67518.3         5000.02         
-198.154        122.633         -0.00066904     5               134.459         
219.18          9.49807         90              0               1.2091          
0               2.74506         34.3025         34.3326         34.3025         
0.0354173       1.37119         0.0479104       1.21139         0.362556        
0.679319        0.00066904      2000            5833.7          0               
0               0               0               0               0               
0               0               0               
598.8           -1.01894        6.67            -9.77341        27293.1         
0.700336        15.4464         35.5109         1999.98         232.832         
148.577         0.000417723     12345.9         67542.7         5000.02         
-198.686        121.387         -0.0016975      5               134.459         
219.345         9.50562         90              0               1.20932         
0               2.75065         34.3152         34.3425         34.3152         
0.0354398       1.37258         0.0480079       1.21143         0.362727        
0.679671        0.0016975       2000            5789.72         0               
0               0               0               0               0               
0               0               0               
599             -1.01797        6.67296         -9.77341        27246.4         
0.699737        15.4466         35.5105         1999.98         232.633         
148.907         0.000669658     12306.1         67566.8         5000.02         
-199.212        120.137         -0.00271896     5               134.459         
219.532         9.51295         90              0               1.20949         
0               2.75609         34.3267         34.3512         34.3267         
0.0354615       1.37398         0.0481029       1.21146         0.36287         
0.679972        0.00271896      2000            5745.73         0               
0               0               0               0               0               
0               0               0               
599.2           -0.843884       6.68025         -9.78021        27200.9         
0.699152        15.4469         35.5102         1999.98         232.446         
149.238         0.00102107      12266.2         67590.7         5000.02         
-199.741        118.89          -0.00414241     4               134.459         
388.698         9.52            90              0               1.20963         
0               2.76125         34.337          34.3585         34.337          
0.0354781       1.37397         0.048193        1.21141         0.362989        
0.680715        0.00414241      2000            5701.73         0               
0               0               0               0               0               
0               0               0               
599.4           -0.581705       6.69027         -9.79151        27165.7         
0.698699        15.4472         35.5098         1999.98         232.308         
149.569         0.00187057      12226.2         67614.4         5000.02         
-200.306        117.663         -0.00758429     4               134.459         
644.096         9.52594         90              0               1.20987         
0               2.76552         34.3457         34.3635         34.3457         
0.0354664       1.37298         0.0482675       1.21107         0.363113        
0.681736        0.00758429      2000            5657.71         0               
0               0               0               0               0               
0               0               0               
599.6           -0.352676       6.69933         -9.80197        27142.3         
0.698399        15.4474         35.5094         1999.98         232.22          
149.901         0.00325634      12186.1         67637.8         5000.02         
-200.908        116.457         -0.013198       4               134.459         
867.37          9.5303          90              0               1.21014         
0               2.76858         34.3532         34.3695         34.3532         
0.0354223       1.37188         0.0483209       1.2104          0.363259        
0.682659        0.013198        2000            5613.67         0               
0               0               0               0               0               
0               0               0               
599.8           -0.168332       6.70675         -9.81002        27129.1         
0.69823         15.4477         35.5091         1999.98         232.173         
150.233         0.00509745      12145.8         67661           5000.02         
-201.54         115.266         -0.0206558      4               134.459         
1047.17         9.5329          90              0               1.21034         
0               2.77026         34.3611         34.3815         34.3611         
0.0353516       1.37083         0.0483502       1.20947         0.363444        
0.683415        0.0206558       2000            5569.59         0               
0               0               0               0               0               
0               0               0               
600             -0.0318461      6.71236         -9.81454        27124           
0.698164        15.4479         35.5087         1999.99         232.159         
150.566         0.00724545      12105.4         67683.9         5000.01         
-202.193        114.087         -0.0293581      4               134.46          
1180.31         9.53371         90              0               1.21037         
0               2.77054         34.3722         34.4031         34.3722         
0.0352639       1.36991         0.048355        1.20838         0.363681        
0.683987        0.0293581       2000            5525.48         0               
0               0               0               0               0               
0               0               0               
600.2           0.0594473       6.71648         -9.81492        27124.7         
0.698173        15.4482         35.5083         1999.99         232.167         
150.899         0.0095085       12064.9         67706.6         5000.01         
-202.859        112.914         -0.0385291      4               134.46          
1269.34         9.53289         90              0               1.21018         
0               2.76953         34.3893         34.4365         34.3893         
0.0351709       1.36917         0.0483374       1.20724         0.363979        
0.684407        0.0385291       2000            5481.31         0               
0               0               0               0               0               
0               0               0               
600.4           0.111801        6.71966         -9.8111         27129.2         
0.698231        15.4484         35.508          2000            232.189         
151.232         0.0116786       12024.3         67729.1         5000            
-203.531        111.744         -0.0473272      4               134.46          
1320.31         9.53071         90              0               1.20979         
0               2.76748         34.4145         34.4818         34.4145         
0.0350842       1.36862         0.0483016       1.2062          0.36434         
0.684731        0.0473272       2000            5437.1          0               
0               0               0               0               0               
0               0               0               
600.6           0.133212        6.72257         -9.80354        27135.7         
0.698316        15.4487         35.5076         2000.01         232.218         
151.565         0.0135584       11983.5         67751.3         4999.99         
-204.203        110.572         -0.054952       4               134.46          
1341.03         9.52757         90              0               1.20922         
0               2.76471         34.449          34.5375         34.449          
0.0350139       1.36826         0.0482534       1.20537         0.364757        
0.685027        0.054952        2000            5392.84         0               
0               0               0               0               0               
0               0               0               
600.8           0.132034        6.72583         -9.79311        27143           
0.698409        15.4489         35.5072         2000.03         232.249         
151.899         0.0149835       11942.6         67773.3         4999.97         
-204.87         109.397         -0.0607359      4               134.461         
1339.66         9.5239          90              0               1.20854         
0               2.76161         34.4927         34.6007         34.4927         
0.0349676       1.36804         0.0481992       1.20486         0.365219        
0.685359        0.0607359       2000            5348.53         0               
0               0               0               0               0               
0               0               0               
601             0.116022        6.72995         -9.78092        27149.9         
0.698499        15.4492         35.5069         2000.04         232.278         
152.232         0.0158389       11901.6         67795.1         4999.96         
-205.529        108.217         -0.0642112      4               134.461         
1323.78         9.52016         90              0               1.20784         
0               2.75855         34.5441         34.6673         34.5441         
0.0349496       1.36795         0.0481457       1.20471         0.365709        
0.685779        0.0642112       2000            5304.16         0               
0               0               0               0               0               
0               0               0               
601.2           0.091767        6.73521         -9.7682         27156           
0.698579        15.4494         35.5065         2000.05         232.303         
152.566         0.016068        11860.4         67816.6         4999.95         
-206.178        107.03          -0.0651472      4               134.461         
1299.89         9.51678         90              0               1.2072          
0               2.75587         34.601          34.7329         34.601          
0.0349605       1.36795         0.0480989       1.20493         0.366208        
0.686316        0.0651472       2000            5259.75         0               
0               0               0               0               0               
0               0               0               
601.4           0.0644352       6.74171         -9.75614        27161           
0.698643        15.4496         35.5061         2000.06         232.323         
152.899         0.0156748       11819.1         67837.9         4999.94         
-206.816        105.836         -0.0635582      4               134.461         
1273.04         9.51412         90              0               1.2067          
0               2.75385         34.6602         34.7935         34.6602         
0.0349982       1.36801         0.0480637       1.20551         0.366695        
0.686978        0.0635582       2000            5215.29         0               
0               0               0               0               0               
0               0               0               
601.6           0.0377426       6.74932         -9.74578        27164.6         
0.69869         15.4499         35.5058         2000.08         232.338         
153.234         0.0147181       11777.7         67858.9         4999.92         
-207.443        104.634         -0.0596829      4               134.462         
1246.89         9.51242         90              0               1.20641         
0               2.75268         34.7183         34.8452         34.7183         
0.0350576       1.3681          0.0480433       1.20638         0.367151        
0.687753        0.0596829       2000            5170.78         0               
0               0               0               0               0               
0               0               0               
601.8           0.014079        6.75774         -9.7379         27167.1         
0.698722        15.4501         35.5054         2000.09         232.347         
153.568         0.0133024       11736.1         67879.7         4999.91         
-208.059        103.426         -0.0539442      4               134.462         
1223.81         9.51182         90              0               1.20635         
0               2.75244         34.772          34.8855         34.772          
0.035132        1.3682          0.0480392       1.20745         0.367559        
0.688611        0.0539442       2000            5126.23         0               
0               0               0               0               0               
0               0               0               
602             -0.00527562     6.76655         -9.733          27168.5         
0.698741        15.4503         35.505          2000.1          232.353         
153.903         0.0115632       11694.4         67900.3         4999.9          
-208.664        102.21          -0.0468926      4               134.462         
1205.04         9.51234         90              0               1.20655         
0               2.75314         34.8185         34.9127         34.8185         
0.0352135       1.3683          0.0480514       1.20863         0.367905        
0.689508        0.0468926       2000            5081.63         0               
0               0               0               0               0               
0               0               0               
602.2           -0.019899       6.77527         -9.73122        27169.1         
0.698749        15.4505         35.5046         2000.11         232.354         
154.238         0.00965241      11652.7         67920.6         4999.89         
-209.261        100.987         -0.0391439      4               134.462         
1191            9.51388         90              0               1.20698         
0               2.75467         34.8554         34.9264         34.8554         
0.0352945       1.36838         0.0480781       1.20981         0.368181        
0.690397        0.0391439       2000            5036.99         0               
0               0               0               0               0               
0               0               0               
602.4           -0.0299752      6.78342         -9.73245        27169.1         
0.698749        15.4508         35.5043         2000.11         232.354         
154.574         0.0077221       11610.7         67940.7         4999.89         
-209.849        99.7592         -0.0313158      4               134.462         
1181.48         9.51626         90              0               1.2076          
0               2.75686         34.8816         34.9274         34.8816         
0.0353677       1.36845         0.0481163       1.21091         0.368381        
0.691228        0.0313158       2000            4992.3          0               
0               0               0               0               0               
0               0               0               
602.6           -0.0360688      6.79056         -9.73628        27168.7         
0.698744        15.451          35.5039         2000.12         232.352         
154.91          0.00591126      11568.7         67960.5         4999.88         
-210.428        98.5254         -0.023972       4               134.463         
1175.91         9.51922         90              0               1.20837         
0               2.7595          34.8965         34.9172         34.8965         
0.0354276       1.3685          0.0481624       1.21184         0.368506        
